Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency
wiki,317K_nodes_1M_edges,triangle,3,1,0.00329204,0.0205397,608389,2.96202e+07,4304,1.00,100.0
wiki,317K_nodes_1M_edges,triangle,3,2,0.000557458,0.0201951,608389,3.01256e+07,4192,1.01,50.0
wiki,317K_nodes_1M_edges,triangle,3,4,0.000686,0.020764,608389,2.93002e+07,4224,.98,20.0
wiki,317K_nodes_1M_edges,triangle,3,8,0.000597958,0.0228543,608389,2.66203e+07,4224,.89,10.0
wiki,317K_nodes_1M_edges,triangle,3,16,0.000693625,0.0244642,608389,2.48686e+07,4288,.83,0
wiki,317K_nodes_1M_edges,4path,4,1,0.000610333,0.0215212,608389,2.82693e+07,4272,1.00,100.0
wiki,317K_nodes_1M_edges,4path,4,2,0.000849625,0.0219721,608389,2.76891e+07,4304,.97,40.0
wiki,317K_nodes_1M_edges,4path,4,4,0.000873916,0.0229586,608389,2.64994e+07,4256,.93,20.0
wiki,317K_nodes_1M_edges,4path,4,8,0.000842958,0.0249673,608389,2.43674e+07,4224,.86,10.0
wiki,317K_nodes_1M_edges,4path,4,16,0.000857625,0.0243171,608389,2.5019e+07,4224,.88,0
wiki,317K_nodes_1M_edges,4cycle,4,1,0.000709792,0.0232891,608389,2.61234e+07,4320,1.00,100.0
wiki,317K_nodes_1M_edges,4cycle,4,2,0.000919958,0.0260293,608389,2.33733e+07,4256,.89,40.0
wiki,317K_nodes_1M_edges,4cycle,4,4,0.000834042,0.0318374,608389,1.91093e+07,4224,.73,10.0
wiki,317K_nodes_1M_edges,4cycle,4,8,0.000839458,0.0302283,608389,2.01265e+07,4256,.77,0
wiki,317K_nodes_1M_edges,4cycle,4,16,0.000866834,0.025622,608389,2.37448e+07,4256,.90,0
wiki,317K_nodes_1M_edges,4star,4,1,0.000856583,0.023299,608389,2.61123e+07,4272,1.00,100.0
wiki,317K_nodes_1M_edges,4star,4,2,0.000818375,0.0265676,608389,2.28996e+07,4208,.87,40.0
wiki,317K_nodes_1M_edges,4star,4,4,0.000855042,0.0402523,608389,1.51144e+07,4224,.57,10.0
wiki,317K_nodes_1M_edges,4star,4,8,0.00103363,0.034751,608389,1.75071e+07,4384,.67,0
wiki,317K_nodes_1M_edges,4star,4,16,0.000856833,0.0291927,608389,2.08404e+07,4256,.79,0
wiki,317K_nodes_1M_edges,4clique,4,1,0.000904792,0.0290325,608389,2.09555e+07,4272,1.00,100.0
wiki,317K_nodes_1M_edges,4clique,4,2,0.000825916,0.0268667,608389,2.26448e+07,4240,1.08,50.0
wiki,317K_nodes_1M_edges,4clique,4,4,0.000998917,0.0297817,608389,2.04283e+07,4288,.97,20.0
wiki,317K_nodes_1M_edges,4clique,4,8,0.000839375,0.0300449,608389,2.02493e+07,4208,.96,10.0
wiki,317K_nodes_1M_edges,4clique,4,16,0.000827541,0.0338997,608389,1.79468e+07,4208,.85,0
wiki,317K_nodes_1M_edges,5clique,5,1,0.000841084,0.0325127,608389,1.87123e+07,4256,1.00,100.0
wiki,317K_nodes_1M_edges,5clique,5,2,0.000834417,0.0365902,608389,1.66271e+07,4208,.88,40.0
wiki,317K_nodes_1M_edges,5clique,5,4,0.00086975,0.0282285,608389,2.15523e+07,4192,1.15,20.0
wiki,317K_nodes_1M_edges,5clique,5,8,0.000860209,0.0284085,608389,2.14157e+07,4208,1.14,10.0
wiki,317K_nodes_1M_edges,5clique,5,16,0.00108817,0.0292211,608389,2.08202e+07,4304,1.11,0
wiki,317K_nodes_1M_edges,house,4,1,0.000891167,0.0252683,608389,2.40771e+07,4240,1.00,100.0
wiki,317K_nodes_1M_edges,house,4,2,0.000825375,0.0250195,608389,2.43166e+07,4272,1.00,50.0
wiki,317K_nodes_1M_edges,house,4,4,0.000844875,0.0271441,608389,2.24133e+07,4272,.93,20.0
wiki,317K_nodes_1M_edges,house,4,8,0.000840042,0.0250881,608389,2.42501e+07,4208,1.00,10.0
wiki,317K_nodes_1M_edges,house,4,16,0.000813125,0.0254584,608389,2.38974e+07,4272,.99,0
wiki,317K_nodes_1M_edges,diamond,4,1,0.000810375,0.0270721,608389,2.24729e+07,4240,1.00,100.0
wiki,317K_nodes_1M_edges,diamond,4,2,0.000830333,0.0255622,608389,2.38003e+07,4208,1.05,50.0
wiki,317K_nodes_1M_edges,diamond,4,4,0.000886542,0.0247872,608389,2.45445e+07,4176,1.09,20.0
wiki,317K_nodes_1M_edges,diamond,4,8,0.000859292,0.0607325,608389,1.00175e+07,4224,.44,0
wiki,317K_nodes_1M_edges,diamond,4,16,0.00084825,0.02707,608389,2.24747e+07,4304,1.00,0
enron,317K_nodes_1M_edges,triangle,3,1,0.00844029,0.0225683,727044,3.22152e+07,5648,1.00,100.0
enron,317K_nodes_1M_edges,triangle,3,2,0.00159329,0.0236154,727044,3.07869e+07,5520,.95,40.0
enron,317K_nodes_1M_edges,triangle,3,4,0.00160563,0.0218146,727044,3.33283e+07,5552,1.03,20.0
enron,317K_nodes_1M_edges,triangle,3,8,0.00160271,0.0233659,727044,3.11156e+07,5504,.96,10.0
enron,317K_nodes_1M_edges,triangle,3,16,0.00157313,0.0226451,727044,3.2106e+07,5488,.99,0
enron,317K_nodes_1M_edges,4path,4,1,0.00163446,0.0233059,727044,3.11957e+07,5552,1.00,100.0
enron,317K_nodes_1M_edges,4path,4,2,0.00172733,0.0225005,727044,3.23123e+07,5760,1.03,50.0
enron,317K_nodes_1M_edges,4path,4,4,0.0021525,0.023775,727044,3.05802e+07,5536,.98,20.0
enron,317K_nodes_1M_edges,4path,4,8,0.00157062,0.0235597,727044,3.08596e+07,5536,.98,10.0
enron,317K_nodes_1M_edges,4path,4,16,0.00183325,0.0243488,727044,2.98595e+07,5648,.95,0
enron,317K_nodes_1M_edges,4cycle,4,1,0.00158083,0.0238543,727044,3.04786e+07,5488,1.00,100.0
enron,317K_nodes_1M_edges,4cycle,4,2,0.00196725,0.0221995,727044,3.27505e+07,5680,1.07,50.0
enron,317K_nodes_1M_edges,4cycle,4,4,0.00202483,0.0232121,727044,3.13218e+07,5664,1.02,20.0
enron,317K_nodes_1M_edges,4cycle,4,8,0.00156642,0.0227973,727044,3.18917e+07,5520,1.04,10.0
enron,317K_nodes_1M_edges,4cycle,4,16,0.00156079,0.0223945,727044,3.24654e+07,5632,1.06,0
enron,317K_nodes_1M_edges,4star,4,1,0.00157983,0.0224961,727044,3.23187e+07,5488,1.00,100.0
enron,317K_nodes_1M_edges,4star,4,2,0.00156829,0.0222611,727044,3.26599e+07,5520,1.01,50.0
enron,317K_nodes_1M_edges,4star,4,4,0.0015925,0.0232959,727044,3.12091e+07,5600,.96,20.0
enron,317K_nodes_1M_edges,4star,4,8,0.00167971,0.0237533,727044,3.06081e+07,5520,.94,10.0
enron,317K_nodes_1M_edges,4star,4,16,0.00156429,0.0219638,727044,3.31019e+07,5520,1.02,0
enron,317K_nodes_1M_edges,4clique,4,1,0.00168487,0.0280809,727044,2.5891e+07,5488,1.00,100.0
enron,317K_nodes_1M_edges,4clique,4,2,0.00195346,0.0227182,727044,3.20027e+07,5776,1.23,60.0
enron,317K_nodes_1M_edges,4clique,4,4,0.0015745,0.0222727,727044,3.26429e+07,5536,1.26,30.0
enron,317K_nodes_1M_edges,4clique,4,8,0.00159288,0.0239291,727044,3.03833e+07,5536,1.17,10.0
enron,317K_nodes_1M_edges,4clique,4,16,0.00157467,0.0222257,727044,3.27119e+07,5536,1.26,0
enron,317K_nodes_1M_edges,5clique,5,1,0.00159092,0.0211699,727044,3.43433e+07,5616,1.00,100.0
enron,317K_nodes_1M_edges,5clique,5,2,0.00170513,0.0235122,727044,3.09219e+07,5488,.90,40.0
enron,317K_nodes_1M_edges,5clique,5,4,0.00156675,0.0234573,727044,3.09944e+07,5520,.90,20.0
enron,317K_nodes_1M_edges,5clique,5,8,0.0016395,0.0226768,727044,3.20611e+07,5552,.93,10.0
enron,317K_nodes_1M_edges,5clique,5,16,0.00168929,0.0243659,727044,2.98386e+07,5616,.86,0
enron,317K_nodes_1M_edges,house,4,1,0.00158288,0.0223577,727044,3.25187e+07,5552,1.00,100.0
enron,317K_nodes_1M_edges,house,4,2,0.00193433,0.0227929,727044,3.18979e+07,5600,.98,40.0
enron,317K_nodes_1M_edges,house,4,4,0.0019475,0.0632713,727044,1.14909e+07,5696,.35,0
enron,317K_nodes_1M_edges,house,4,8,0.00173004,0.0325722,727044,2.2321e+07,5616,.68,0
enron,317K_nodes_1M_edges,house,4,16,0.00208958,0.0325273,727044,2.23518e+07,5744,.68,0
enron,317K_nodes_1M_edges,diamond,4,1,0.00291004,0.0399592,727044,1.81947e+07,5760,1.00,100.0
enron,317K_nodes_1M_edges,diamond,4,2,0.00332221,0.034445,727044,2.11074e+07,5696,1.16,50.0
enron,317K_nodes_1M_edges,diamond,4,4,0.00221883,0.0272343,727044,2.66959e+07,5552,1.46,30.0
enron,317K_nodes_1M_edges,diamond,4,8,0.00163496,0.0250799,727044,2.89891e+07,5552,1.59,10.0
enron,317K_nodes_1M_edges,diamond,4,16,0.00160279,0.0226532,727044,3.20945e+07,5504,1.76,10.0
dblp,317K_nodes_1M_edges,triangle,3,1,0.021116,0.0588428,2224385,3.78021e+07,19024,1.00,100.0
dblp,317K_nodes_1M_edges,triangle,3,2,0.0101523,0.0823845,2224385,2.70001e+07,19056,.71,30.0
dblp,317K_nodes_1M_edges,triangle,3,4,0.0098725,0.0990988,2224385,2.24461e+07,19072,.59,10.0
dblp,317K_nodes_1M_edges,triangle,3,8,0.011452,0.0710129,2224385,3.13237e+07,19008,.82,10.0
dblp,317K_nodes_1M_edges,triangle,3,16,0.00993271,0.0706557,2224385,3.1482e+07,19008,.83,0
dblp,317K_nodes_1M_edges,4path,4,1,0.0102349,0.0719084,2224385,3.09336e+07,18992,1.00,100.0
dblp,317K_nodes_1M_edges,4path,4,2,0.0100527,0.0811807,2224385,2.74004e+07,19088,.88,40.0
dblp,317K_nodes_1M_edges,4path,4,4,0.0112598,0.0837332,2224385,2.65651e+07,19088,.85,20.0
dblp,317K_nodes_1M_edges,4path,4,8,0.0103206,0.0706443,2224385,3.14871e+07,18944,1.01,10.0
dblp,317K_nodes_1M_edges,4path,4,16,0.00973954,0.0768033,2224385,2.89621e+07,18976,.93,0
dblp,317K_nodes_1M_edges,4cycle,4,1,0.00997196,0.0723553,2224385,3.07425e+07,18960,1.00,100.0
dblp,317K_nodes_1M_edges,4cycle,4,2,0.0105996,0.0896962,2224385,2.47991e+07,18944,.80,40.0
dblp,317K_nodes_1M_edges,4cycle,4,4,0.0119487,0.0821389,2224385,2.70808e+07,19040,.88,20.0
dblp,317K_nodes_1M_edges,4cycle,4,8,0.0101557,0.0741144,2224385,3.00129e+07,18976,.97,10.0
dblp,317K_nodes_1M_edges,4cycle,4,16,0.0100194,0.111688,2224385,1.9916e+07,18976,.64,0
dblp,317K_nodes_1M_edges,4star,4,1,0.0116111,0.0715695,2224385,3.10801e+07,18848,1.00,100.0
dblp,317K_nodes_1M_edges,4star,4,2,0.0103193,0.0834646,2224385,2.66506e+07,18976,.85,40.0
dblp,317K_nodes_1M_edges,4star,4,4,0.0110761,0.101968,2224385,2.18146e+07,19088,.70,10.0
dblp,317K_nodes_1M_edges,4star,4,8,0.0199103,0.0755296,2224385,2.94505e+07,19104,.94,10.0
dblp,317K_nodes_1M_edges,4star,4,16,0.0102081,0.0708609,2224385,3.13909e+07,19104,1.00,0
dblp,317K_nodes_1M_edges,4clique,4,1,0.00983467,0.0660083,2224385,3.36986e+07,19008,1.00,100.0
dblp,317K_nodes_1M_edges,4clique,4,2,0.0100614,0.0730677,2224385,3.04428e+07,19072,.90,40.0
dblp,317K_nodes_1M_edges,4clique,4,4,0.0107175,0.076483,2224385,2.90834e+07,19216,.86,20.0
dblp,317K_nodes_1M_edges,4clique,4,8,0.0100936,0.0748852,2224385,2.97039e+07,19168,.88,10.0
dblp,317K_nodes_1M_edges,4clique,4,16,0.00983554,0.076322,2224385,2.91448e+07,18912,.86,0
dblp,317K_nodes_1M_edges,5clique,5,1,0.0102089,0.0782032,2224385,2.84437e+07,19024,1.00,100.0
dblp,317K_nodes_1M_edges,5clique,5,2,0.00993171,0.0773269,2224385,2.8766e+07,18976,1.01,50.0
dblp,317K_nodes_1M_edges,5clique,5,4,0.0108956,0.0865577,2224385,2.56983e+07,19056,.90,20.0
dblp,317K_nodes_1M_edges,5clique,5,8,0.0113834,0.0727051,2224385,3.05946e+07,18960,1.07,10.0
dblp,317K_nodes_1M_edges,5clique,5,16,0.0100917,0.066148,2224385,3.36274e+07,18928,1.18,0
dblp,317K_nodes_1M_edges,house,4,1,0.0100744,0.073263,2224385,3.03616e+07,18944,1.00,100.0
dblp,317K_nodes_1M_edges,house,4,2,0.0100278,0.0750817,2224385,2.96262e+07,19008,.97,40.0
dblp,317K_nodes_1M_edges,house,4,4,0.0102385,0.0787745,2224385,2.82374e+07,19024,.93,20.0
dblp,317K_nodes_1M_edges,house,4,8,0.0103369,0.078549,2224385,2.83184e+07,18976,.93,10.0
dblp,317K_nodes_1M_edges,house,4,16,0.0110695,0.0739541,2224385,3.00779e+07,18928,.99,0
dblp,317K_nodes_1M_edges,diamond,4,1,0.0100927,0.0712653,2224385,3.12127e+07,19008,1.00,100.0
dblp,317K_nodes_1M_edges,diamond,4,2,0.00950942,0.0757549,2224385,2.93629e+07,19008,.94,40.0
dblp,317K_nodes_1M_edges,diamond,4,4,0.0102412,0.0786062,2224385,2.82978e+07,19040,.90,20.0
dblp,317K_nodes_1M_edges,diamond,4,8,0.0102692,0.0823013,2224385,2.70273e+07,18864,.86,10.0
dblp,317K_nodes_1M_edges,diamond,4,16,0.0121991,0.0683267,2224385,3.25552e+07,18960,1.04,0
